_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3218105,324454072,23173375,29,2023-10-31T21:20:00,"6400 Block Station St Pittsburgh, PA 15206",N,East Liberty,OSC,RUNAWAYS - JUVENILE,029 Missing Juvenile,1115,9,2,-79.9187492236702,40.46105319255318
3218106,324454968,23173360,4,2023-10-31T20:31:00,"800 Block Mt Pleasant Rd Pittsburgh, PA 15214",Y,Northview Heights,1,AGG-ASSAULT,2702 Aggravated Assault.,2108,1,1,-79.99947639629323,40.475751957409834
3218107,324463576,23173531,27,2023-11-01T05:15:00,"Butler St & 62nd St Brg Pittsburgh, PA 15201",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.93776692074388,40.48822208948785
3218108,324552716,23174002,29,2023-11-01T23:00:00,"1500 Block Monterey St Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2503,6,1,-80.01341221881468,40.45730166440583
3218109,324674921,23174848,99,2023-11-03T15:45:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
3218110,324690109,23175179,0,2023-11-03T23:26:00,"300 Block S Highland Ave Pittsburgh, PA 15232",Y,Shadyside,4,99,5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,705,,,,
3218111,324707119,23175388,1,2023-11-04T11:23:00,"2100 Block Park Hill Dr Pittsburgh, PA 15221",Y,East Hills,5,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1306,9,2,-79.87406755546291,40.45320444634244
3218112,324256708,23171976,27,2023-10-29T07:49:00,"500 Block Rosedale St Pittsburgh, PA 15221",N,Homewood South,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1304,9,2,-79.887261045738,40.44927110961714
3218113,324261299,23172025,6,2023-10-29T10:30:00,"300 Block 39th St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,603,7,2,-79.96094174849381,40.465089849723995
3218114,324973064,23177447,14,2023-11-08T07:00:00,"100 Block S 26th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1609,3,3,-79.96910613356309,40.426323038597566
3218115,324990704,23177564,99,2023-11-08T11:30:00,"200 Block Aidyl Ave Pittsburgh, PA 15226",N,Brookline,6,MENTAL 201/302,9498 302 (Mental),1919,4,5,-80.02817668976955,40.39625526582658
3218116,325006425,23177604,27,2023-11-08T14:09:00,"Hazelwood Ave & Greenfield Ave Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1517,5,3,-79.92921885244672,40.41976048642366
3218117,324749250,23176047,10,2023-11-03T19:00:00,"Penn Ave & N Mathilda St Pittsburgh, PA 15224",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,902,7,2,-79.9464499524183,40.46547442732796
3218118,324818993,23175307,3,2023-11-04T07:15:00,"200 Block Dengler St Pittsburgh, PA 15210",Y,Arlington,3,ROBBERY,"3701 Robbery. / 2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2902 Unlawful Restraint. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1603,3,3,-79.96766444316566,40.41553944521761
3218119,325299127,23180188,0,2023-11-13T11:30:00,"700 Block Maginn Ave Pittsburgh, PA 15214",N,Perry South,1,99,9994 PFA Service,2615,,,,
3218120,325302372,23180187,6,2023-11-13T11:40:00,"600 Block Suismon St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2304,1,1,-79.99961703726682,40.45538673405566
3218121,325304930,23180209,10,2023-11-11T13:00:00,"1400 Block Casement St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2715,1,1,-80.03200298472053,40.47038208683415
3218122,325331552,23180284,10,2023-11-13T13:00:00,"100 Block Parkfield St Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2904,4,3,-79.98736813465906,40.39130628746974
3218123,325337743,23180330,99,2023-11-13T16:23:00,"3000 Block Naomi Dr Pittsburgh, PA 15217",Y,Squirrel Hill South,4,MENTAL 201/302,9498 302 (Mental),1414,5,3,-79.92821568130763,40.40966783508491
3218124,324722517,23175723,0,2023-11-05T00:09:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,8106 Shots Fired,2620,1,1,-79.99361351005419,40.46659027664096
3218125,324748942,23175980,99,2023-11-05T15:00:00,"700 Block Brownsville Rd Pittsburgh, PA 15210",N,Knoxville,3,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),3001,3,5,-79.99060093638174,40.40989877833478
3218126,324759170,23176171,0,2023-11-05T23:30:00,"2100 Block Holyoke St Pittsburgh, PA 15214",N,Perry South,1,99,8106 Shots Fired,2614,6,1,-80.01476265921296,40.46327261147608
3218127,324761428,23176207,14,2023-11-06T01:34:00,"Grimes Ave & Dove Way Pittsburgh, PA 15210",N,Knoxville,3,CRIM MISCHIEF,3304 Criminal Mischief.,3001,3,5,-79.99300014213806,40.41467760300707
3218128,324837130,23176591,99,2023-11-06T17:44:00,"5600 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,MENTAL 201/302,9498 302 (Mental),1515,5,3,-79.93906601804447,40.40080341498968
3218129,324900773,23176987,0,2023-11-07T12:30:00,"300 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,99,9993 PFA Service with Weapons Supplement,1515,5,3,-79.9472120826774,40.40656849017254
3218130,324939522,23177257,6,2023-11-03T12:00:00,"300 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,3001,3,5,-79.99305421465246,40.41503864999025
3218131,324945953,23177515,14,2023-11-07T23:56:00,"2700 Block Mc Cord St Pittsburgh, PA 15203",N,South Side Slopes,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1608,3,3,-79.96873008270833,40.42335055996001
3218132,324270042,23172211,6,2023-10-29T17:47:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",Y,Central North Side,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness,2503,6,1,-80.01656850562077,40.45687440924445
3218133,324273742,23172205,99,2023-10-29T17:20:00,"300 Block Wood St Pittsburgh, PA 15222",N,Central Business District,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),201,,,-80.05815333640635,40.504457377253146
3218134,324710622,23175467,0,2023-11-04T14:34:00,"600 Block Sherwood Ave Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2018,2,5,-80.05371548732401,40.4553545173775
3218135,324710966,23175477,10,2023-11-04T15:00:00,"3100 Block Landis St Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats.,2018,2,5,-80.05560025984737,40.456481563797496
3218136,324716538,23175584,10,2023-11-04T18:44:00,"1900 Block Letsche St Pittsburgh, PA 15214",N,Fineview,1,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,2509,,,,
3218137,324727711,23175698,6,2023-11-05T00:23:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,103,6,6,-79.99459104985328,40.435334670473395
3218138,-3708000882,23172514,11,2023-11-01T11:15:00,"5700 Block Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,IDENTITY THEFT,4120 Identity Theft,1413,5,3,-79.92435711462072,40.432550765000336
3218139,324249921,23171905,10,2023-10-29T03:11:00,"Smithfield St Brg Pittsburgh, PA 15219",N,South Shore,3,SIMPLE ASSAULT,2701 Simple Assault.,1921,,,,
3218140,324252934,23171928,0,2023-10-29T03:55:00,"Hamilton Ave & Brushton Ave Pittsburgh, PA 15221",N,Homewood South,5,99,8106 Shots Fired,1304,9,2,-79.88919374306386,40.45273333111272
3218141,324271212,23172159,6,2023-10-29T15:50:00,"9th St Brg & Isabella St Pittsburgh, PA 15212",Y,North Shore,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2205,,,,
3218142,324274883,23172251,0,2023-10-29T20:30:00,"400 Block Stadium St Pittsburgh, PA 15204",N,Sheraden,6,99,9999 9999 - (Misc. Incident): ,2018,2,5,-80.05448410117752,40.460822749424466
3218143,324452951,23173313,10,2023-10-31T18:49:00,Zone 4,N,,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 3124.1 Sexual Assault,,,,,
3218144,324575533,23174176,6,2023-11-02T06:00:00,"100 Block Carrington St Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2503,6,1,-80.00842155773962,40.45910087254304
3218145,324270346,23172212,6,2023-10-29T17:39:00,"300 Block Oakville Dr Pittsburgh, PA 15220",N,Banksville,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2023,2,5,-80.03800925911129,40.41890557574678
3218146,324271154,23172233,6,2023-10-29T18:38:00,"700 Block Beltzhoover Ave Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1809,3,5,-79.99722826043308,40.4167323338725
3218147,324434083,23173011,6,2023-10-31T09:39:00,"500 Block N Taylor Ave Pittsburgh, PA 15212",Y,Central North Side,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2206,1,1,-80.01233900798712,40.45657467249231
3218148,324706653,23175398,6,2023-10-31T19:00:00,"7200 Block Penn Ave Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1405,9,3,-79.90134944568446,40.448519047050425
3218149,324726260,23175817,14,2023-11-05T04:20:00,"3100 Block Ashlyn St Pittsburgh, PA 15204",N,Sheraden,6,CRIM MISCHIEF,3304 Criminal Mischief.,2018,2,5,-80.05635552180415,40.456082337190395
3218150,324745224,23175999,14,2023-11-04T13:30:00,"1800 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,3,3,-79.9807086958545,40.42695070719625
3218151,324250108,23171912,6,2023-10-29T02:30:00,"E Carson St & S 13th St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.98533041374799,40.42878292268215
3218152,324263698,23172095,14,2023-10-29T07:15:00,"3100 Block Cordell Pl Pittsburgh, PA 15203",Y,Arlington Heights,3,CRIM MISCHIEF,3304 Criminal Mischief.,1604,,,,
3218153,324281378,23171965,14,2023-10-29T06:22:00,"2200 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.9745994066805,40.42725505853014
3218154,324301925,23172455,99,2023-10-30T06:45:00,"Market St Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9504 Lost Property / 9501 Bench Warrant,201,6,6,-80.00446223461844,40.43791823751137
3218155,324760053,23175675,0,2023-11-04T22:26:00,"S 22nd St & Sidney St Pittsburgh, PA 15203",N,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1609,3,3,-79.97455013984495,40.42933559558723
3218156,324817441,23176462,0,2023-11-06T14:16:00,"20 Block S 12th St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1702,,,,
3218157,324938333,23177088,99,2023-11-07T16:10:00,"500 Block Marshall Ave Pittsburgh, PA 15214",N,Perry South,1,MENTAL 201/302,9498 302 (Mental),2615,6,1,-80.01669411551083,40.471005133876794
3218158,324945959,23177324,0,2023-11-08T00:40:00,"Cedar Ave & Stockton St Pittsburgh, PA 15212",N,Allegheny Center,1,99,8106 Shots Fired,2204,1,1,-80.00090979896383,40.45086493894634
3218159,324949542,23177370,0,2023-11-08T03:11:00,"2800 Block Orbin St Pittsburgh, PA 15219",N,Middle Hill,2,99,8106 Shots Fired,501,,,,
3218160,325018702,23177637,6,2023-11-08T15:35:00,"1900 Block Murray Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1408,5,3,-79.92306794719867,40.43587962230115
3218161,325019726,23177667,6,2023-11-05T15:11:00,"S 15th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,3,3,-79.9834282446537,40.428823144414096
3218162,325021020,23177634,14,2023-11-07T00:30:00,"90 Block S 25th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,1609,3,3,-79.97024322968207,40.427389928124036
3218163,325021008,22120224,6,2023-11-08T14:00:00,"N Charles St & Hazelton St Pittsburgh, PA 15214",Y,Perry South,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,1,-80.00726414788305,40.471281598933786
3218164,325021540,23177726,14,2023-11-07T00:30:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,1609,3,3,-79.97038111303263,40.42655072086149
3218165,325021852,23177742,0,2023-11-08T18:16:00,"900 Block Rossmore Ave Pittsburgh, PA 15226",N,Brookline,6,99,9994 PFA Service,1919,4,5,-80.01764508257514,40.394138314547796
3218166,325206999,23179138,99,2023-11-11T10:01:00,"20 Block Bailey Ave Pittsburgh, PA 15211",N,Mount Washington,3,FOUND PROPERTY,9489 Found Property,1807,3,5,-80.00492385978808,40.42670096321892
3218167,325207033,23179126,10,2023-11-11T08:00:00,"300 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709(a) Harassment.,1914,2,5,-80.00853788491793,40.4256613386411
3218168,325272583,23179941,29,2023-11-12T20:52:00,"80 Block Beltzhoover Ave Pittsburgh, PA 15210",N,Allentown,3,RUNAWAYS - JUVENILE,029 Missing Juvenile,1803,3,5,-79.99767662936465,40.423003969768004
3218169,325284423,23180104,6,2023-11-13T08:07:00,"2700 Block Sacramento Ave Pittsburgh, PA 15204",N,Sheraden,6,THEFT FROM AUTO,3934 Theft from Vehicle,2018,2,5,-80.0476720054564,40.4552595541847
3218170,325290985,23180125,6,2023-11-13T08:00:00,"600 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,201,,,,
3218171,325296348,23180142,6,2023-11-12T14:00:00,"200 Block Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,3,-79.97763500334588,40.437206374878386
3218172,325304907,23180210,27,2023-11-13T12:00:00,"1800 Block Jancey St Pittsburgh, PA 15206",N,Morningside,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1014,7,2,-79.92650215885936,40.485924294318586
3218173,325305271,23180195,99,2023-11-13T11:56:00,"1700 Block Northfield Ave Pittsburgh, PA 15204",N,Crafton Heights,6,FOUND PROPERTY,9489 Found Property,2814,2,5,-80.05898959606844,40.446207829856334
3218174,324434034,23173159,6,2023-10-31T13:43:00,"4900 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 903 Criminal Conspiracy.,1515,5,3,-79.9443669504557,40.40977510076778
3218175,324538101,23173813,26,2023-11-01T16:32:00,"Smallman St & 36th St Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,FALSE RPT LAW ENFORCE AUTH,4906 False Reports to Law Enforcement Authorities. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,7,2,-79.96700104290105,40.46608710443451
3218176,324697077,23175161,10,2023-11-03T22:26:00,"2000 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",203,7,6,-79.98392820573328,40.45112595959662
3218177,324748726,23176052,99,2023-11-05T17:30:00,"1400 Block Washington Blvd Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106,9,2,-79.90861667551917,40.470305633259095
3218178,324778971,23172275,10,2023-10-29T20:05:00,"500 Block E 8TH Ave Munhall, PA 15120",Y,New Homestead,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 4304(a)(1) Endangering Welfare of Children. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 1301 Registration and Certificate of Title Required.",3103,,,-79.9053322849084,40.40864125781545
3218179,324786222,23176047,10,2023-11-03T19:00:00,"Penn Ave & N Mathilda St Pittsburgh, PA 15224",Y,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,902,7,2,-79.9464499524183,40.46547442732796
3218180,324948156,23177355,99,2023-11-08T02:30:00,"700 Block 2nd Ave Pittsburgh, PA 15219",N,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.99459104985328,40.435334670473395
3218181,-3708000846,23177008,14,2023-11-07T13:40:00,"4800 Block 2nd Ave Pittsburgh, PA 15207",N,Hazelwood,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1515,5,3,-79.94479717715453,40.41120586648752
3218182,325007367,23177623,27,2023-11-08T13:50:00,"5800 Block Ellsworth Ave Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,705,8,2,-79.93059880543144,40.45608764034634
3218183,325007545,23177632,14,2023-11-08T15:00:00,"2700 Block Jane St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1609,3,3,-79.96781063287617,40.4252303388816
3218184,325012162,23177643,0,2023-11-06T00:01:00,"1800 Block Realty Ave Pittsburgh, PA 15216",N,Beechview,6,99,"6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",1920,,,,
3218185,325020875,23177696,6,2023-10-30T16:00:00,"2600 Block Perrysville Ave Pittsburgh, PA 15214",N,Perry South,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,2615,6,1,-80.00847539788961,40.47114638432227
3218186,325024033,23177760,6,2023-11-08T16:00:00,"3200 Block Niagara St Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,3,3,-79.9604312181213,40.4339267036077
3218187,324315454,23172493,10,2023-10-30T08:50:00,"Spencer Ave & Steiner St Pittsburgh, PA 15227",N,Carrick,3,HARRASSMENT,2709(a) Harassment.,2904,4,3,-79.97623231886729,40.389303221528046
3218188,324340984,23172621,99,2023-10-30T13:00:00,"300 Block Meredith St Pittsburgh, PA 15210",N,Carrick,3,FOUND PROPERTY,9489 Found Property,2902,4,3,-79.98299448070195,40.397769775792355
3218189,324346502,23172590,99,2023-10-30T11:41:00,"2300 Block Sherbrook St Pittsburgh, PA 15217",N,Squirrel Hill South,4,AIDED CASE,9497 Aided Case / 9498 302 (Mental),1408,5,3,-79.92170536722638,40.43147264809641
3218190,324361455,23172722,99,2023-10-30T18:26:00,"70 Block Knox Ave Pittsburgh, PA 15210",N,Knoxville,3,MENTAL 201/302,9498 302 (Mental),3001,3,5,-79.99067868188708,40.41416905821807
3218191,324361605,23172757,0,2023-10-30T18:30:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
3218192,324371449,23172814,0,2023-10-30T20:59:00,"8800 Block Frankstown Rd Pittsburgh, PA 15235",Y,Lincoln-Lemington-Belmar,5,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment / 1543 Driving While Operating Privilege is Suspended or Revoked.,1201,,,,
3218193,324261391,23172071,0,2023-10-29T12:00:00,"1400 Block Smallman St Pittsburgh, PA 15222",N,Strip District,2,99,9090 Recovered Firearm,203,,,,
3218194,324834813,23176625,10,2023-11-06T18:37:00,"3300 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,TERRORISTIC THREATS,2706 Terroristic Threats.,603,7,6,-79.96766222983891,40.461287342196016
3218195,325021941,23177727,14,2023-11-07T00:30:00,"2500 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,1609,3,3,-79.97038111303263,40.42655072086149
3218196,325024985,23177736,0,2023-11-08T17:45:00,"Tuscarora St & S Braddock Ave Pittsburgh, PA 15221",N,Point Breeze,4,99,2908 Missing Children.,1406,9,3,-79.89554847710792,40.44620271804071
3218197,325025196,23177638,0,2023-11-08T15:46:00,"5500 Block Pocussett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.93021298559631,40.43064244506289
3218198,325027040,23177744,0,2023-11-08T18:50:00,"100 Block Oak Hill Dr N Pittsburgh, PA 15213",N,Terrace Village,2,99,0292 Located Runaway - not Reported Missing,510,6,3,-79.96778373600948,40.43969316239758
3218199,325027716,23177788,0,2023-11-08T19:10:00,"2800 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9999 9999 - (Misc. Incident): Forced Door by City Fire Units ,509,6,3,-79.96942376102801,40.45201115525266
3218200,325027968,23177762,18,2023-11-08T18:33:00,"2100 Block Watson St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,103,4,5,-79.99427291666898,40.39115346577604
3218201,325028583,23177673,18,2023-11-08T16:37:00,"5th Ave & Vine St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,103,6,3,-79.98408931515019,40.438506052980344
3218202,325028930,23177731,9,2023-11-08T18:39:00,"2000 Block DeRaud St Pittsburgh, PA 15219",Y,Bluff,2,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,103,,,,
3218203,324267895,23172155,27,2023-10-29T15:37:00,"Forbes Ave & S Craig St Pittsburgh, PA 15213",N,Squirrel Hill North,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1401,8,3,-79.94865758872463,40.44444805375753
3218204,324719643,23175093,0,2023-11-03T19:57:00,"Wilkins Ave & Shady Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9999 9999 - (Misc. Incident): Non-reportable crash,1402,8,3,-79.92051560411306,40.44385905055744
3218205,324802419,23176342,13,2023-11-06T10:17:00,"2300 Block Candace St Pittsburgh, PA 15216",Y,Beechview,6,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,1920,4,5,-80.03215002276085,40.40253986979419
3218206,324931427,23177183,6,2023-11-07T18:30:00,"5900 Block Centre Ave Pittsburgh, PA 15206",N,Shadyside,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",705,,,,
3218207,325019396,23175129,10,2023-11-03T20:59:00,"1100 Block N Murtland St Pittsburgh, PA 15208",N,Homewood North,5,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1301,9,2,-79.90037203386882,40.46038461103399
3218208,325024558,23177654,18,2023-11-08T16:05:00,"600 Block Lena Way Pittsburgh, PA 15211",Y,Mount Washington,3,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 4703 Operation of Vehicle without Official Certif. of Inspection / 4706 Prohib. on Expend. for Emission Insp Prog.. / 3736 Reckless Driving,1915,2,5,-80.01318140469255,40.42244345278433
3218209,324273880,23172323,6,2023-10-29T21:25:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle,2715,1,1,-80.0311081163317,40.47578918226096
3218210,324310866,23172511,6,2023-10-29T17:00:00,"2700 Block Sidney (Parking Garage) St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1609,,,,
3218211,324904571,23176953,27,2023-11-07T11:50:00,"Walnut St & Bellefonte St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,703,8,2,-79.93385213267689,40.451165699066294
3218212,324931653,23177177,29,2023-11-07T18:21:00,"7100 Block Highland Dr Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1201,9,2,-79.90061008519444,40.478663831585095
3218213,325006370,23177607,6,2023-11-08T14:00:00,"300 Block Oakland Ave Pittsburgh, PA 15213",N,Central Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,405,3,3,-79.95494146025396,40.439921104537575
3218214,325036786,23177957,0,2023-11-09T04:22:00,"200 Block Cutler St Pittsburgh, PA 15214",N,Perry South,1,99,8106 Shots Fired,2614,6,1,-80.01186122626046,40.466191633489025
3218215,-3672010644,23177977,14,2023-11-09T06:00:00,"90 Block S 27th St Pittsburgh, PA 15203",N,South Side Slopes,3,CRIM MISCHIEF,3304 Criminal Mischief.,1608,3,3,-79.96867532601807,40.42399487728515
3218216,324431878,23173176,0,2023-10-31T14:00:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
3218217,324447772,23173223,0,2023-10-31T16:35:00,"4200 Block Coleridge St Pittsburgh, PA 15201",N,Upper Lawrenceville,5,99,9999 9999 - (Misc. Incident): ,1011,9,2,-79.94005468446113,40.47567270668631
3218218,324452241,23173213,14,2023-10-31T15:20:00,"Arlington Ave & Manton Way Pittsburgh, PA 15210",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief.,1803,3,5,-79.9921282190948,40.42133204119268
